hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
Resort Hotel,0,2016,November,26,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,E,F,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,10,2,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,15,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,39,Transient,0,Canceled
City Hotel,1,2017,January,20,2,6,3,0,0,BB,BRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,September,10,2,2,2,0,0,BB,CHE,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,May,7,2,5,2,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,February,18,2,1,2,2,0,BB,NLD,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,December,12,1,2,1,0,0,BB,PRT,Corporate,0,0,0,E,E,Non Refund,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,March,28,1,4,2,2,0,BB,PRT,TA/TO,0,0,0,H,H,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,26,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,September,2,0,4,2,0,0,BB,FRA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,May,3,2,7,2,2,0,HB,PRT,Direct,0,0,0,C,C,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,August,1,2,5,2,0,0,BB,GBR,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,September,21,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2015,December,21,1,0,2,0,0,SC,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,8,0,1,2,0,0,BB,PRT,Corporate,1,2,5,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,25,1,0,1,0,0,BB,DEU,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,January,28,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,6,1,1,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,January,26,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,2,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,April,23,2,2,2,0,0,BB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,19,0,1,2,0,0,BB,BEL,TA/TO,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,21,0,2,2,0,0,SC,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,7,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,July,13,1,4,2,1,0,HB,PRT,Direct,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,May,17,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,October,30,2,0,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,November,13,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,January,5,0,1,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,26,1,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,223,Transient-Party,0,Check-Out
Resort Hotel,0,2016,December,11,1,0,1,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,November,28,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2015,October,21,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,10,0,3,2,1,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,25,0,3,2,0,0,BB,DEU,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,22,2,1,3,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,6,1,2,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,September,18,2,3,2,0,0,BB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,January,4,1,3,2,0,0,HB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,1,Check-Out
City Hotel,0,2017,February,21,0,3,1,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,September,18,2,1,2,0,0,BB,SUR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,19,0,2,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,25,1,0,2,2,0,BB,ZAF,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,July,2,0,2,2,0,0,BB,PRT,TA/TO,1,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2015,September,5,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,0,2015,September,16,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,July,8,0,2,2,2,0,BB,IND,Direct,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,January,5,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,January,27,0,2,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,June,3,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,May,7,2,2,2,0,0,BB,NOR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,May,2,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,December,4,5,10,1,0,0,SC,USA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,No-Show
City Hotel,0,2016,October,9,2,1,2,0,0,BB,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,July,5,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,28,0,3,2,0,0,SC,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,12,0,3,2,1,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,24,0,1,1,0,0,BB,AUT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,29,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
Resort Hotel,0,2016,August,3,2,5,2,0,0,HB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,February,7,0,3,1,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,20,0,4,2,0,0,BB,ESP,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,2,0,2,2,0,0,BB,AUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,21,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,21,2,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,11,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,10,1,1,1,2,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,March,11,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,April,5,0,4,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,December,22,2,5,2,0,0,BB,LTU,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,20,1,4,2,0,0,BB,BEL,Direct,0,0,0,B,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,March,24,0,3,2,0,0,BB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,August,22,1,4,2,0,1,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,February,22,1,3,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,July,20,1,2,2,0,0,BB,USA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,2,4,7,3,0,0,HB,BEL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,28,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,1,Check-Out
City Hotel,1,2016,July,3,2,2,3,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,February,13,0,0,2,0,0,SC,PRT,Direct,1,0,0,A,I,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,August,12,2,5,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,22,2,1,2,0,0,BB,FIN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,23,0,3,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,April,20,0,1,1,0,0,BB,PRT,Direct,0,0,0,A,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,February,1,0,2,1,0,0,BB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,2,0,4,3,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,9,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2016,January,16,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,15,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,April,30,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,May,30,1,2,1,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2016,September,15,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,June,2,0,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,April,19,0,1,1,0,0,BB,BEL,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,August,27,2,1,2,1,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,18,1,1,2,0,0,SC,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,19,0,1,2,0,0,BB,ISR,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,9,0,2,1,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,22,1,1,1,0,0,HB,CN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,31,1,0,2,0,0,BB,TUR,TA/TO,0,0,0,A,A,No Deposit,0,Group,0,Check-Out
City Hotel,1,2015,September,20,2,0,2,0,0,BB,PRT,Corporate,1,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,September,26,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,223,Transient-Party,0,Check-Out
City Hotel,1,2016,August,13,1,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,November,20,2,5,1,0,0,BB,GBR,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,August,3,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,February,6,1,1,1,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,September,21,0,1,1,0,0,BB,PRT,Corporate,1,3,2,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,June,30,1,2,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,4,3,6,2,1,0,SC,DEU,TA/TO,0,0,0,D,I,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2016,April,11,2,5,2,0,0,HB,PRT,Direct,0,0,0,D,D,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,October,23,2,0,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,August,31,1,2,2,0,0,HB,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,April,30,2,1,2,0,0,SC,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,March,24,0,3,2,2,0,BB,ESP,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,4,2,4,2,0,0,SC,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2017,March,13,1,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,9,2,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,25,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,September,30,2,2,1,0,0,BB,ESP,Corporate,1,2,1,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,11,2,5,3,0,0,BB,ESP,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,26,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,31,0,2,1,0,0,BB,NLD,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,May,15,1,4,2,0,0,BB,AUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,July,24,1,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,November,18,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,July,1,4,7,1,0,0,BB,NLD,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,October,22,0,3,2,0,0,BB,BEL,TA/TO,0,0,0,E,E,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,May,3,0,2,2,0,0,SC,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,March,23,0,3,2,0,0,SC,TUR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,January,12,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,27,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,June,6,1,1,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,September,8,0,3,3,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,3,2,1,3,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,July,29,2,2,2,0,0,BB,BEL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,July,7,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,October,18,0,1,2,0,0,HB,RUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,April,23,2,2,2,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,September,20,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,2016,April,12,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,October,17,2,6,2,0,0,BB,DEU,TA/TO,0,0,0,B,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,August,14,0,2,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,2,0,3,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,41,Transient,0,Canceled
Resort Hotel,0,2016,October,18,0,1,2,0,0,HB,RUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,September,10,2,3,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,23,2,1,2,2,0,HB,PRT,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,15,0,4,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,83,Transient-Party,0,Check-Out
City Hotel,0,2016,October,28,2,2,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,9,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,June,25,0,1,3,0,0,FB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2016,September,23,1,2,2,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,March,19,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,November,7,1,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,February,25,0,3,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,44,Transient,0,Canceled
City Hotel,0,2016,February,5,0,1,2,0,1,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,14,0,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,13,1,1,2,0,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,July,9,2,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,July,24,0,2,2,0,0,BB,PRT,Direct,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,27,0,3,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,19,0,2,1,0,0,BB,PRT,Corporate,1,0,5,A,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,September,1,0,4,2,2,0,BB,PRT,Direct,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,December,30,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,August,6,0,1,1,0,0,SC,CHN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,February,10,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,April,18,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,April,9,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2016,October,8,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Refundable,0,Transient-Party,0,No-Show
City Hotel,1,2017,May,15,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2015,December,11,0,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,August,26,2,3,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,November,7,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,November,17,1,3,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,11,2,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,24,0,3,2,0,0,SC,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,23,2,3,2,2,0,HB,ESP,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,August,8,2,5,2,0,0,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,No-Show
Resort Hotel,0,2017,June,26,3,10,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,3,Check-Out
City Hotel,1,2016,February,28,2,2,2,0,0,BB,NLD,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,June,17,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,15,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,June,15,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,July,3,0,1,2,0,0,BB,USA,TA/TO,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,12,0,1,2,0,0,SC,FRA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,August,9,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,April,3,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,June,21,0,3,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,26,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,B,B,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,January,28,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,25,2,1,2,2,0,HB,PRT,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,13,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2017,June,8,0,3,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,17,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,January,31,2,0,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,17,2,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,March,9,0,1,1,0,0,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,8,1,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2015,October,15,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2015,October,24,1,1,1,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2017,January,19,2,4,2,2,0,BB,POL,Direct,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
